,username,date_t,text_t,favorites,hashtags,retweets,replies,author_id
0,bts_uttarakhand,2019-04-21 23:59:55+00:00,#PersonaBillboardNo1 Congratulations @BTS_twt for debuting #1 on billboard 200 with Map of the Soul : Persona! @BTS_twt #방탄소년단 #BTS,1,#PersonaBillboardNo1 #BTS #BTS,0,0,1067821869066158081
1,uuukorea4,2020-08-04 08:22:54+00:00,"요즘 살 빼려고 식단 관리 중인데 이 단백질쉐이크 진짜 좋아요. 맛이 질리지 않고 포만감이 좋아서 저녁마다 먹는데, 한끼 칼로리도 95kcal 밖에 안된다고 합니다. 몸 관리하시는 분들한테 식사 대용으로 딱입니다. 운동은 귀찮고 배고픈건 싫은 분들한테 완전 추천!!!",3521,,1358,60,1267644552535367680
2,hona_0731,2019-04-21 23:59:48+00:00,・ CHIMMYとも撮れた( ¨̮ )♡ ・ #방탄소년단 #지민 #19951013 #bt21 #chimmy #하라주쿠 #95z ・ http://bit.ly/2Ds31nl,0,#bt21 #chimmy #95z,0,0,3271884776
3,AmberBTS001,2019-04-21 23:59:44+00:00,"#방탄소년단, '빌보드 200' 1위..""11개월 만에 3연속 정상"" | 다음연예 @bts_twt #BTS",0,#BTS #BTS,0,0,921133392380481536
4,hokaphoka,2019-04-21 23:59:37+00:00,ㅋㅋㅋ 내 바이오에도 써놨듯이 여긴 #지민악개 박제하는 계정인데? ㅋ 다른멤버 악개들은 이미 짐주머니 그룹톡이 우르르 몰려다니며 커뮤에 박제 시키며 좆치질 쳐하잖아 더쿠에 정국악개 글싼거 지민악개들인거 더 티내지말구 방탄소년단 돈벌이로 줄세우는 박지민 악개야^^ ,1,,0,0,998423048448495616
5,JMAngelCalico,2019-04-21 23:59:35+00:00,Bebitos #JIMIN #BTS #방탄소년단 @BTS_twt,0,#JIMIN #BTS #BTS,0,0,3072328289
6,kkothana_jin,2019-04-21 23:59:30+00:00, #PersonaBillboardNo1 1년안에 3장의 앨범을 빌보드 200차트 1위! 그중 2장의 앨범을 함께 했다는게 너무 뿌듯합니다! #방탄소년단 누가 너희만큼 하니! 너무너무 축하해 @BTS_twt #BTS,3,#PersonaBillboardNo1 #BTS #BTS,3,0,1010386127532933120
7,Gaonnuri_JK,2019-04-21 23:59:23+00:00," [이슈메이커] 방탄소년단(BTS) 정국, '바람아 멈추어다오' http://me2.do/Fosxxf2k #정국 #Jungkook @bts_twt",5,#Jungkook,5,0,1032289280817655810
8,bullet_proofly,2019-04-21 23:59:02+00:00,아니 우리팬들 왜케귀여워 진짴ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아침에일어났다고 했을때 아무도 답 안해줬다는 그 말한마디에 이렇게 해주는거 ㅜㅜㅜㅜ 잘잤니 태형아 #BTS #방탄소년단 #v #태형 #GoodMorningTaehyung @BTS_twt,1820,#BTS #BTS #v #GoodMorningTaehyung,1637,0,845973570668810241
9,pjmsexie,2019-04-21 23:58:59+00:00,Me voy por una Hora de Twitter y vuelvo y veo qué Bangtan son él grupo del Siglo!! Primero 'Príncipes Del Pop'... Estoy tan Orgullosa de @BTS_twt y de Army qué estan logrando todo y se qué vamos por más!! #방탄소년단 #BTS,3,#BTS #BTS,1,0,917958105518002176
10,jkmarshmallow,2019-04-21 23:58:45+00:00,ㅊㅋㅊㅋ ♪ヽ(*´∀`)ﾉ #PersonaBillboardNo1 #BTS #방탄소년단 @BTS_twt,0,#PersonaBillboardNo1 #BTS #BTS,0,0,827124498948239360
11,JK_Mexico,2019-04-21 23:58:45+00:00,GIF | @BTS_twt Jungkook posando a la cámara al final de la coreografía de 'Boy With Luv' es la razón por la que vivo ©teenspiritjk | Jungoo #BTS #정국 #Jungkook #방탄소년단 ,87,#BTS #BTS #Jungkook,50,2,1014690592461221888
12,jewlloves,2019-04-21 23:58:44+00:00,#PersonaBillboardNo1 #BTS #방탄소년단 #BoyWithLuv @BTS_twt,1,#PersonaBillboardNo1 #BTS #BTS #BoyWithLuv,0,0,849728263400206337
13,fullilove_BTS,2019-04-21 23:58:40+00:00,BTS Score Their Third No. 1 Album In The U.S. With 'Map Of The Soul: Persona' #BTS #PersonaBillboardNo1 #PersonaUKNumber1 #MapOfTheSoulPersona #방탄소년단 #BTSBillboardTopGroup #BTSBillboardTopSocialArtist ⁦@BTS_twt⁩ #BTSTIME100 https://www.forbes.com/sites/hughmcintyre/2019/04/21/bts-score-their-third-no-1-album-in-the-u-s-with-map-of-the-soul-persona/,1,#BTS #BTS #PersonaBillboardNo1 #PersonaUKNumber1 #MapOfTheSoulPersona #BTSBillboardTopGroup #BTSBillboardTopSocialArtist #BTSTIME100,0,0,1003803466077175813
14,tbtehfdl79,2019-04-21 23:58:38+00:00,#65 전 방탄소년단 안티입니다 | 영상툰 | 오늘의 영상툰 | 방탄안티 - DAILYFEED https://news-pick.com/1193710/154978793674,0,,0,0,1082453216598446080
15,tbtehfdl79,2019-04-21 23:58:33+00:00,방탄소년단의 역대급 남다른 등장ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ - DAILYFEED https://news-pick.com/1193710/154855464540,0,,0,0,1082453216598446080
16,bts_kpop_kdrama,2019-04-21 23:58:33+00:00,Bu dörtlüden hangisinin sizin okulda olmasını isterdiniz 1- beomgyu (txt) 2- suga (bts) 3- taeyong (nct) 4- shinwon (Pentagon) #kpop #kdrama #BEOMGYU #TOMORROW_X_TOGETHER #TXT #PENTAGON #shinwonpentagon #pentagonshinwon #suga #BTS #방탄소년단 #taeyongnct #ncttaeyong #NCT #NCT127,3,#kpop #kdrama #BEOMGYU #TOMORROW_X_TOGETHER #TXT #PENTAGON #shinwonpentagon #pentagonshinwon #suga #BTS #BTS #taeyongnct #ncttaeyong #NCT #NCT127,0,0,1115764330505674752
17,MINGI_eun,2019-04-21 23:58:32+00:00,SI DIGO QUE ESTAN LOGRANDO LLEVARSE TODO POR DELANTE PUES YA ESTABA PREDECIDO Y ME ORGULLES3 SE PARTE DE SER PARTE DE ESTE FANDOM #BTS #방탄소년단 #BoyWithLuv #PersonaBillboardNo1 GRACIAS POR TODO BTS GRACIAS POR QUE POCO A POCO REALIZO MIS SUEÑOS @BTS_twt,1,#BTS #BTS #BoyWithLuv #PersonaBillboardNo1,0,0,1110693358526234625
18,girlinluv_army,2019-04-21 23:58:21+00:00,E mais uma vez: BTS PAVED THE WAY! #PersonaBillboardNo1 #BTS #방탄소년단 @BTS_twt,2,#PersonaBillboardNo1 #BTS #BTS,0,0,813928746952589312
19,ggukie09_,2019-04-21 23:58:13+00:00,"SHINE, DREAM, SMILE @BTS_twt @bts_bighit #BTS #PersonaBillboardNo1 #방탄소년단 ",0,#BTS #BTS #PersonaBillboardNo1,0,0,724483912123199488
20,_xkhxonex,2019-04-21 23:58:06+00:00,Ohhhh Tell me #PersonaBillboardNo1 #BTS #방탄소년단 @BTS_twt,1,#PersonaBillboardNo1 #BTS #BTS,0,0,1098349351909367809
21,uuukorea4,2020-08-04 08:22:54+00:00,"요즘 살 빼려고 식단 관리 중인데 이 단백질쉐이크 진짜 좋아요. 맛이 질리지 않고 포만감이 좋아서 저녁마다 먹는데, 한끼 칼로리도 95kcal 밖에 안된다고 합니다. 몸 관리하시는 분들한테 식사 대용으로 딱입니다. 운동은 귀찮고 배고픈건 싫은 분들한테 완전 추천!!!",3521,,1358,60,1267644552535367680
22,sad_hiphop,2019-04-21 23:58:05+00:00,에스엠 방탄소년단 왜 성공했는지 진심 모르는건가 아니면 따라하기 자존심 상해서 20년전 방식 그대로 쓰는건가... 네트워크시대에 몸빵이 왠 말이야... 추카추카추 이젠 멈출 수가 없어요 부르던 회사 아니었냐...,7,,15,0,838069612348600320
23,yamamin_kookmin,2019-04-21 23:58:05+00:00, ３人の中に１人…テテﾍﾟﾝが紛れ込みました…www #BTS #방탄소년단@bts_twt,11,#BTS #BTS,2,0,1062684822550663170
24,hipstation_bts,2019-04-21 23:57:57+00:00,[NEWS] @BTS_twt ส่งอัลบั้ม #MAP_OF_SOUL_PERSONA ขึ้นอันดับ 1 ชาร์ต Billboard 200 เป็นอัลบั้มที่ 3 ภายในระยะเวลาไม่ถึง 11 เดือน #BTS #방탄소년단 #PersonaBillboardNo1 (Source : http://naver.me/GFGKKarN),165,#MAP_OF_SOUL_PERSONA #BTS #BTS #PersonaBillboardNo1,259,0,1755083798
25,trusfratedwaffl,2019-04-21 23:57:55+00:00,"#GoodMorningTaehyung , guess you already know by now that Map of the Soul : Persona got the #1 spot on Billboard 200. Congratulations PRINCES OF POP! @BTS_twt #PersonaBillboardNo1 #방탄소년단 #BTS #BBMAs #BoyWithLuv #p",1,#GoodMorningTaehyung #PersonaBillboardNo1 #BTS #BTS #BBMAs #BBMAs #BoyWithLuv #p,0,0,865832015886655488
26,baby9486a,2019-04-21 23:57:51+00:00,"방탄소년단, 미 빌보드 차트 세번째 ‘1위’ (출처 : 경향신문 | 네이버 뉴스) http://naver.me/GSp558Jx #PersonaBillboardNo1 #BoyWithLuv @BTS_twt",19,#PersonaBillboardNo1 #BoyWithLuv,21,0,1108385386668023809
27,ZvHM5BxDh7mmQ8w,2019-04-21 23:57:42+00:00,화관에 가시라도 박아놨을까봐 못쓰게하는거야? 빅히트 왜그러는거야? 진심 궁금하니까 머라고 말좀해보슈 ,1,,0,0,861743318031400960
28,snoerika,2019-04-21 23:57:39+00:00,すごいっ おめでとう @BTS_twt #BTS #방탄소년단 #バンタン #MAP_OF_THE_SOUL_PERSONA,0,#BTS #BTS #MAP_OF_THE_SOUL_PERSONA,0,0,215250224
29,bellee_ts,2019-04-21 23:57:33+00:00,I'M SO PROUD OF YOU BTS! 방탄소년단 사랑합니다!!! @BTS_twt,0,,0,0,1118725451176992769
30,Hcookie10,2019-04-21 23:57:25+00:00,190421 BTS (방탄소년단) Boy With Luv Aladin Fansign (http://kpopgang.com) https://www.youtube.com/watch?v=HIe09eH9dFA,0,,0,0,901658173135765504
31,BANGtanPR,2019-04-21 23:57:18+00:00,[INFO] #방탄소년단 — @BTS_twt Map of the Soul: PERSONA convierte a BTS en el primer grupo luego de Los Beatles en tener 3 albumes #1 en el Billboard 200 Chart en menos de 1 año. Bori-ARMY sintámonos orgullosos por ser parte de este logro tan importante. #PersonaBillboardNo1,18,#PersonaBillboardNo1,7,0,1078234043219623936
32,JIMINILOVE952,2019-04-21 23:57:16+00:00,"Jimin dijo ""Te dare alas, sígueme"" y Jungkook simulo que estaba volando. Son muy tiernos!!! @BTS_twt #BTS #JIMIN #지민 #방탄소년단 #BTSARMY",87,#BTS #BTS #JIMIN #BTSARMY #BTSARMY,40,0,872990978386399237
33,_mujuk_bts,2019-04-21 23:57:08+00:00,#PersonaBillboardNo1 #방탄소년단 #BTS @bts_twt 애들아 축하해!!!! ,1,#PersonaBillboardNo1 #BTS #BTS,2,0,198848647
34,Priscillale0613,2019-04-21 23:56:47+00:00,방탄소년단 짱팬 김남준ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 맨날 독촉하는 거 개웃겨ㅋㅋㅋㅋㅋ ,22,,13,0,895293699013304320
35,bullet_proofly,2019-04-21 23:56:40+00:00,축하해 축하해 ㅜㅜㅜ 팬을 위한 앨범이 또한번 1위에 오르는 걸 보고 진심은 늘 통한다는걸 다시한번 일깨워주네 사랑해 #BTS #방탄소년단 #PersonaBillboardNo1 @BTS_twt,13,#BTS #BTS #PersonaBillboardNo1,6,0,845973570668810241
36,TAETAE_eyes,2019-04-21 23:56:39+00:00,#PersonaBillboardNo1 #PersonaUKNumber1 #방탄소년단 @BTS_twt #BTS '빌보드 200' 1위…＂11개월 만에 3연속 정상＂ (출처 : 연합뉴스 | 네이버 TV연예) http://naver.me/FqwnnCLF,0,#PersonaBillboardNo1 #PersonaUKNumber1 #BTS #BTS,0,0,918078354242203648
37,pjboyfriend,2019-04-21 23:55:48+00:00,"oh, text me . . . #PersonaBillboardNo1 #방탄소년단 #APoemForTheSmallThings #MapOfTheSoulPersona #BTS",2,#PersonaBillboardNo1 #APoemForTheSmallThings #MapOfTheSoulPersona #BTS #BTS,1,0,1043490978110361601
38,taeta_12_30,2019-04-21 23:55:37+00:00,태형아 잘잤어? 오늘 하루도 행복하고 즐거운 일만 가득했으면 좋겠어♡ 일교차가 심하니까 감기 조심하고 항상 건강이 최고야!!! 태형이의 무대와 음악으로 힘을 얻고 위로를 받아 이번주도 빠이팅하려해 고마워 #태형 #방탄소년단 #뷔 #BTS #방탄소년단뷔 #V #BTSV #GoodMorningTaehyung @BTS_twt,0,#BTS #BTS #V #BTSV #GoodMorningTaehyung,0,0,907512682412097536
39,uuukorea4,2020-08-04 08:22:54+00:00,"요즘 살 빼려고 식단 관리 중인데 이 단백질쉐이크 진짜 좋아요. 맛이 질리지 않고 포만감이 좋아서 저녁마다 먹는데, 한끼 칼로리도 95kcal 밖에 안된다고 합니다. 몸 관리하시는 분들한테 식사 대용으로 딱입니다. 운동은 귀찮고 배고픈건 싫은 분들한테 완전 추천!!!",3521,,1358,60,1267644552535367680
40,factbtsarmyid,2019-04-21 23:55:33+00:00, #BTS #방탄소년단 Dance Practice (Boy With Luv)' ,0,#BTS #BTS,0,0,996297031936233472
41,hobuing,2019-04-21 23:55:27+00:00,heheh 방탄소년단 has now 기록소년단 (record (breaking) boy scouts),48,,17,1,4647938182
42,BTS_KINGS_OT7,2019-04-21 23:55:26+00:00,"BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv) feat. Halsey' Official MV https://youtu.be/XsX3ATc3FbA vía @YouTube Felicidades a los Príncipes del Pop, @BTS_twt! 3er álbum #1 en el chart Billboard 200 ",0,,0,0,1089317720821100544
43,jeonjeonggay,2019-04-21 23:55:25+00:00,dear myself you must never lose your temperature cuz you don't need to be neither warm nor cold #방탄소년단 #BTS⁠ ⁠⁠ ⁠⁠ ⁠ #RM #랩몬 #김남준 #btsfanart #namjoon,21,#BTS #BTS #RM #btsfanart #namjoon,5,1,1869813912
44,myoongifavs,2019-04-21 23:55:07+00:00,"[Comeback Stage] BTS - Boy With Luv, 방탄소년단 - 작은 것들을 위한 시 Show Music core 20190420 https://youtu.be/uyCJW_DEvDs via @YouTube",0,,0,0,428429104
45,auliasyafitri00,2019-04-21 23:54:56+00:00,#BTSBillboardTopSocialArtist #방탄소년단 #BTS #bbb2019 #BTSTopGroupBBMAs @BTS_twt,7,#BTSBillboardTopSocialArtist #BTS #BTS #bbb2019 #BTSTopGroupBBMAs,0,0,1002819839298162691
46,onlyBTS_ARMY,2019-04-21 23:54:51+00:00,Yo Humildemente os digo que BTS paved the way! @BTS_twt #방탄소년단 #BTS #PersonaBillboardNo1 Ly,0,#BTS #BTS #PersonaBillboardNo1,0,0,1095001960938438656
47,wwnhuquynh,2019-04-21 23:54:50+00:00,#GoodMorningTaehyung #KimTaehyung #방탄소년단 ,1,#GoodMorningTaehyung #KimTaehyung,1,0,957604453007282176
48,hvseokle,2019-04-21 23:54:48+00:00,"Son leyendas, ustedes han hecho historia los amo mucho , gracias por hacer parte de mi vida , chicos han logrado tanto y seguirán por más PRINCIPES DEL POP ,@BTS_twt #PersonaBillboardNo1 #방탄소년단 #BTS #",0,#PersonaBillboardNo1 #BTS #BTS,0,0,943987108666068992
49,BTS__CUTE__,2019-04-21 23:54:33+00:00,방탄 매직샵 대행 받습니다 가격 상관없어요 서울 대행 받아요 ㅜ 연락주세요 #방탄소년단 #BTS #매직샵 #티켓대행 #대행 #머오터 #머스터 #티켓,0,#BTS #BTS,0,0,760360264877289472
50,koreisreal,2019-04-21 23:54:12+00:00,"방탄소년단, '빌보드 200' 1위..""11개월 만에 3연속 정상"" | 다음연예 https://entertain.v.daum.net/v/20190422083214745",0,,0,0,910133914127130629
51,dxxjmbs,2019-04-21 23:54:02+00:00,방탄소년단 지민이 ,2,,0,0,1023912252041117697
52,HanteoNews,2019-04-21 23:53:56+00:00,"[주간차트: 4월 3주] 한터차트 4월 3주 주간 음반차트 방탄소년단 1위 ""2주 연속 1위... 누적 음반 판매량은 218만 1,485장"" 2위 슈퍼주니어-D&amp;E, 3위 아이즈원(IZ*ONE) http://www.hanteonews.com/category/chart/detail?c=213 #한터 #한터차트 #HANTEO #방탄소년단 #BTS #슈퍼주니어 #SUPER_JUNIOR #아이즈원 #IZ_ONE",1,#HANTEO #BTS #BTS #SUPER_JUNIOR #IZ_ONE,0,0,1116614981942833152
53,19970901rabbit,2019-04-21 23:53:47+00:00,#PersonaBillboardNo1 #방탄소년단 #BTS @BTS_twt 축하해 애두라ㅠㅠㅠㅠ,0,#PersonaBillboardNo1 #BTS #BTS,0,0,1021182283686952960
54,kus034167,2019-04-21 23:53:33+00:00, 빌보드 해시툽 공지 나왔어요 4월 23일(화) 1am KST 이번에도 1위 갑시다아아 #방탄소년단 #BTS #PersonaBillboardNo1 @BTS_twt,0,#BTS #BTS #PersonaBillboardNo1,1,0,1033717887859490816
55,sweeter_sweet,2019-04-21 23:53:30+00:00,I love you so much! ARMY is so proud of you! Congratulations @BTS_twt #BTS #방탄소년단 #PersonaBillboardNo1,1,#BTS #BTS #PersonaBillboardNo1,0,0,1053426206576689153
56,uuukorea4,2020-08-04 08:22:54+00:00,"요즘 살 빼려고 식단 관리 중인데 이 단백질쉐이크 진짜 좋아요. 맛이 질리지 않고 포만감이 좋아서 저녁마다 먹는데, 한끼 칼로리도 95kcal 밖에 안된다고 합니다. 몸 관리하시는 분들한테 식사 대용으로 딱입니다. 운동은 귀찮고 배고픈건 싫은 분들한테 완전 추천!!!",3521,,1358,60,1267644552535367680
57,kangdi_di,2019-04-21 23:53:24+00:00,시발 ㅋㅋ 빅히트개좆기ㅡㅌ음,0,,0,0,1114571936556670976
58,_nojam_nolife,2019-04-21 23:53:21+00:00,"빌보드는 또 방탄소년단이 3장의 앨범을 '빌보드 200' 1위에 올려놓는데 11개월이 채 걸리지 않았다고 전했다. 말이 11개월이지.,, 아니 1년 안에 3장의 앨범을 냈다는 것도 대단한데 전부 빌보드 200 1위 찍었다는 게 진심 쩔어...",302,,189,0,1095298767278956545
59,jkmarshmallow,2019-04-21 23:53:20+00:00,Seth Doane insta update https://www.instagram.com/p/Bwgx9ZRhbQE #방탄소년단 #BTS @BTS_twt,1,#BTS #BTS,0,0,827124498948239360
60,tata_euphoria,2019-04-21 23:53:03+00:00,"THE FIRST GROUP TO ACHIEVE 3 NUMBER ONES ON THE BILLBOARD 200 WITHIN ONE YEAR SINCE THE BEATLES OMG I'M SO PROUD OF @BTS_twt , THEY ARE REALLY OUT HERE LIVING UP TO THE NAME ""THE WORLD'S BIGGEST BOYBAND"" #PersonaBillboardNo1 #방탄소년단 ",4,#PersonaBillboardNo1,0,0,1058765124905955334
61,u_ranjp,2019-04-21 23:52:56+00:00,[CHOREOGRAPHY] BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv)' Dance Practice | U-RanJP - https://u-ran.jp/music-322/ #YouTube #急上昇 #MUSIC Ch:BANGTANTV,1,#YouTube #MUSIC,1,0,1078843732303040512
62,Armyntina,2019-04-21 23:52:46+00:00,Me da una alegria inmensa saber que BTS estan logrando tanto!Se lo merecen todo #PersonaBillboardNo1 #방탄소년단 @BTS_twt,0,#PersonaBillboardNo1,0,0,3505036516
63,maYoonGi_SG,2019-04-21 23:52:43+00:00,"Traducción 방탄소년단, ""'Billboard 200' #1.. 'Tres veces consecutivas en 11 meses' https://entertain.v.daum.net/v/20190422083214745 #방탄소년단 #BTS @BTS_twt #PersonaBillboardNo1 kings ",2,#BTS #BTS #PersonaBillboardNo1,1,0,975902070481063937
64,hilarialexander,2019-04-21 23:52:40+00:00,"My mind is blown. LEGENDS! Congrats, @BTS_twt! #방탄소년단 ",0,,0,0,2903314786
65,taeso1340,2019-04-21 23:52:33+00:00,#PersonaBillboardNo1 #방탄소년단 #BTS @BTS_twt 3연속!!! 축하해ㅠㅠㅠㅠㅠ ,0,#PersonaBillboardNo1 #BTS #BTS,0,0,3233481846
66,Kaos_20017,2019-04-21 23:52:29+00:00,Good morning to my beautiful boy who is the reason for my happiness! #GoodMorningTaehyung #V #BTSV #KimTaehyung #방탄소년단 #뷔 #김태형 #Taehyung,0,#GoodMorningTaehyung #V #BTSV #KimTaehyung #Taehyung,0,0,877987801525964800
67,drum_nina,2019-04-21 23:52:23+00:00,"#PersonaBillboardNo1 역사상 가장 많은 사랑을 받고, 그 사랑을 팬들에게 가장 많이 돌려줬던, 그래서 많이많이 행복했던 밴드의 대명사가 방탄소년단이 되기를 @BTS_twt",548,#PersonaBillboardNo1,472,8,962111150858018816
68,ellin970131,2019-04-21 23:52:04+00:00,@BTS_twt #BTS #방탄소년단 #PersonaBillboardNo1 #MAP_OF_THE_SOUL_PERSONA #BoyWithLuv 넘축하해 ,0,#BTS #BTS #PersonaBillboardNo1 #MAP_OF_THE_SOUL_PERSONA #BoyWithLuv,0,0,1085048770092355584
69,BTSxBOM,2019-04-21 23:52:01+00:00,"비틀즈 이후로 처음이라는 빌보드 200 세번째 1위를 축하해, 소년단 오늘도 행복한 하루이길 ୧(๑•̀⌄•́๑)૭✧ #PersonaBillboardNo1 #BTS @BTS_twt #방탄소년단 ",5,#PersonaBillboardNo1 #BTS #BTS,0,0,991140408255184896
70,LittleYoongiBlu,2019-04-21 23:51:52+00:00,Anyone else notice that Jin is throwing Boom Chicka Pop in Spring Day?? Because I didn't.... #BTS #방탄소년단 #boomchickapop #JIN @BTS_twt #thingsyoudidntnoticeBTS,1,#BTS #BTS #boomchickapop #JIN #thingsyoudidntnoticeBTS,1,0,980212040068403201
71,rumix_bts,2019-04-21 23:51:46+00:00,これみると着てるものとか履いてるのが欲しくなっちゃったりするんだよね にしても相変わらず凄い運動量 [CHOREOGRAPHY] BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv)' Dance Practice https://youtu.be/CzvfbRbEjww @YouTubeより #bts #btsmapofthesoul,0,#bts #bts #btsmapofthesoul,1,0,753039690320621568
72,girlinluv_army,2019-04-21 23:51:45+00:00,Lindos Aladin Fansign 알라딘 #BTS #방탄소년단 @BTS_twt,0,#BTS #BTS,0,0,813928746952589312
73,jin1204a66,2019-04-21 23:51:35+00:00,サイン会行ってみたいなー ああーサイン会行く前に韓国語を勉強しなくては!! #ARMYさんと仲良くなりたい #BTS_JIN #BTS #bts #MAP_OF_THE_SOUL_PERSONA #방탄소년단 #진 #방탄 #JIN #김석진 #석진 #jin #防彈少年團 #バンタン #armyさんと仲良くなりたい #ソクジン,4,#ARMY #BTS_JIN #BTS #BTS #bts #bts #MAP_OF_THE_SOUL_PERSONA #JIN #jin #army,0,0,1117755975048384512
74,iiblazeii,2019-04-21 23:51:35+00:00,빌보드 200 1위 1년동안 3개의 앨범이 연속 1위한 건 비틀즈 이후 처음 #PersonaBillboardNo1 방탄소년단 빌보드200 기록 LOVE YOURSELF 承 Her - 7위 LOVE YOURSELF 轉 Tear - 1위 LOVE YOURSELF 結 Answer -1위 MAP OF THE SOUL: PERSONA -1위 @BTS_twt #방탄소년단 #BTS,22,#PersonaBillboardNo1 #BTS #BTS,30,0,333758395
75,taetae993012,2019-04-21 23:51:32+00:00,How's your day? Oh text me~ #GoodmorningTaehyung #방탄소년단 #BTS #태형 #뷔 #GoodmorningV @BTS_twt,2,#GoodmorningTaehyung #BTS #BTS #GoodmorningV,0,0,934649661213646848
76,L7JBR,2019-04-21 23:51:27+00:00,#BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv) feat. Halsey' Official MV https://youtu.be/XsX3ATc3FbA عبر @YouTube,0,#BTS #BTS,0,0,391006959
77,uuukorea4,2020-08-04 08:22:54+00:00,"요즘 살 빼려고 식단 관리 중인데 이 단백질쉐이크 진짜 좋아요. 맛이 질리지 않고 포만감이 좋아서 저녁마다 먹는데, 한끼 칼로리도 95kcal 밖에 안된다고 합니다. 몸 관리하시는 분들한테 식사 대용으로 딱입니다. 운동은 귀찮고 배고픈건 싫은 분들한테 완전 추천!!!",3521,,1358,60,1267644552535367680
78,JMLOVEMODE,2019-04-21 23:51:21+00:00,"시사매거진 모바일 사이트, 방탄소년단 출연 SBS인기가요 올해 들어 최고 시청률 기록 http://m.sisamagazine.co.kr/news/articleView.html?idxno=191015 2018년 이래 최고 시청률을 기록한 ‘엠카운트다운’ 에 이어서 인기가요도 최고 시청률 기록 #방탄소년단 #BTS @BTS_twt",982,#BTS #BTS,693,1,823747307329961985
79,BTS_Tokky,2019-04-21 23:51:01+00:00,"#방탄양도,대리구매 방탄소년단 러브유어셀프 콘서트(럽셀콘) 굿즈 네임택입니다(Name Tag) 한국에서는 안팔고 해외에서만 팔았죠 전멤버 있습니다 지민 호석 윤기 남준 석진 태형 정국 디엠주세요 ",3,,0,2,976222475930370048
80,CereBTS,2019-04-21 23:50:56+00:00,Yeeeeeeeeeeeyyyy CONGRATULATIONS #PersonaBillboardNo1 #BTS #방탄소년단 @BTS_twt,3,#PersonaBillboardNo1 #BTS #BTS,0,0,901444894346141696
81,GRISELLtheTae,2019-04-21 23:50:53+00:00,"Estos toy tan orgullosa de ser ARMY. Realmente nuestro grupo @BTS_twt son espectaculares, Ellos han crecido, profesionalmente y también como persona. También celebremos por el logro ArMys.. #PersonaBillboardNo1 #방탄소년단 #BTS",2,#PersonaBillboardNo1 #BTS #BTS,0,0,1058278112008568834
82,whateverchim,2019-04-21 23:50:50+00:00,방탄소년단 축하해 #PersonaBillboardNo1,1,#PersonaBillboardNo1,0,0,729909180409090048
83,jkmarshmallow,2019-04-21 23:50:43+00:00,ᕕ( ՞ ᗜ ՞ )ᕗ @BTS_twt #PersonaBillboardNo1 #BTS #방탄소년단 @BTS_twt,0,#PersonaBillboardNo1 #BTS #BTS,0,1,827124498948239360
84,bellee_ts,2019-04-21 23:50:33+00:00,Edited with the amount of new record-breaking achievements BTS got for this comeback alone #BTS #방탄소년단 @BTS_twt #PersonaBillboardNo1 https://twitter.com/functionbts/status/1103413616886366209/video/1,1,#BTS #BTS #PersonaBillboardNo1,0,0,1118725451176992769
85,watermeloniioo,2019-04-21 23:50:32+00:00,#PersonaBillboardNo1 #방탄소년단 #BTS @BTS_twt 3번째 1위 축하합니다. ,5,#PersonaBillboardNo1 #BTS #BTS,5,0,2471842308
86,GuadalupeChiqu1,2019-04-21 23:50:27+00:00,#PersonaBillboardNo1 #BTS #방탄소년단 @BTS_twt ,0,#PersonaBillboardNo1 #BTS #BTS,0,0,2258222546
87,a_rsw13,2019-04-21 23:50:20+00:00,Solo tuvo que pasar 23 años para que solo una leyenda pueda competir con otra leyenda de la música. BTS se convierte en el grupo del siglo XXI en tres números 1 .. The Beathles (UK) - BTS 방탄소년단 (Korea) @BTS_twt #PersonaBillboardNo1,0,#PersonaBillboardNo1,0,0,1073714164688928768
88,myoongifavs,2019-04-21 23:50:14+00:00,BTS(방탄소년단) - Dionysus [Music Bank COME BACK/2019.04.19] https://youtu.be/nriddSJoT5c via @YouTube,0,,0,0,428429104
89,ernimertini,2019-04-21 23:49:59+00:00,"hi army , follow my account and comment follow back. I promise you will follow you back @BTS_twt #ArmyfolllowArmy #armyfollowarmy #BBMAs #방탄소년단",9,#ArmyfolllowArmy #armyfollowarmy #BBMAs #BBMAs,1,2,1078984991881580547
90,onlyBTS_ARMY,2019-04-21 23:49:47+00:00,"Veis la importancia de hacer Streaming??? De trabajar duró por los chicos! A qué ahora estáis felices por este gran logro ,pues si hacemos más aún Streaming podemos conseguir más cosas aún! @BTS_twt #방탄소년단 #BTS #PersonaBillboardNo1 Ly",6,#BTS #BTS #PersonaBillboardNo1,5,0,1095001960938438656
