,username,date_t,text_t,favorites,hashtags,retweets,replies,author_id
186,_nojam_nolife,2019-04-21 23:41:04+00:00,"방탄소년단, '빌보드 200' 1위…＂11개월 만에 3연속 정상＂ (출처 : 연합뉴스 | 네이버 TV연예) http://naver.me/FqwnnCLF #방탄소년단 #BTS @BTS_twt",216,#BTS #BTS,210,0,1095298767278956545
187,taestide,2019-04-21 23:40:49+00:00,"𝓟𝓮𝓻𝓱𝓪𝓹𝓼 𝓽𝓱𝓮 𝓻𝓮𝓪𝓼𝓸𝓷 𝓽𝓱𝓲𝓼 𝓷𝓲𝓰𝓱𝓽 𝓵𝓸𝓸𝓴𝓼 𝓼𝓸 𝓫𝓮𝓪𝓾𝓽𝓲𝓯𝓾𝓵, 𝓘𝓼 𝓷𝓸𝓽 𝓫𝓮𝓬𝓪𝓾𝓼𝓮 𝓸𝓯 𝓽𝓱𝓮𝓼𝓮 𝓼𝓽𝓪𝓻𝓼 𝓸𝓻 𝓵𝓲𝓰𝓱𝓽𝓼, 𝓫𝓾𝓽 𝓾𝓼. #BTS #방탄소년단 #JUNGKOOK #TAEHYUNG #국뷔 #정국 #태형 #BTSARMY #ARMY #kookv #Persona",9,#BTS #BTS #JUNGKOOK #TAEHYUNG #BTSARMY #BTSARMY #ARMY #kookv #Persona,3,0,999925377689513985
188,adorable_bliss,2019-04-21 23:40:45+00:00,이제 빅히트에서 교환해준다하면 끝이에요ㅠㅜ,1,,0,1,1060550961981095941
189,txt_0,2019-04-21 23:40:42+00:00,"방탄소년단 공방 포카 팝니다 페이크럽 남준 지민 포카 디엔에이 지민 단체 (뺭야 단체, 지민 심쿵) 포카 #방탄굿즈 #방탄양도 #지민양도 #방탄공방포카 #방탄판매 #포카양도",0,,0,2,1110945334539124736
190,BANGPANMAN0613,2019-04-21 23:40:40+00:00,4/24 영어듣기평가 5/1~5/3 중간고사 4/23부터 빌보드 투표시작 5/1 방탄소년단+할시 빌보드 ㅅㅂ 어느쪽을 선택하지,0,,0,0,1013688145630539776
191,JMLOVEMODE,2019-04-21 23:40:39+00:00,"방탄소년단, '빌보드 200' 1위…＂11개월 만에 3연속 정상＂ (출처 : 연합뉴스 | 네이버 TV연예) http://naver.me/FqwnnCLF 빌보드는 또 방탄소년단이 3장의 앨범을 '빌보드 200' 1위에 올려놓는데 11개월이 채 걸리지 않았다고 전했다 #PersonaBillboardNo1 #방탄소년단 #BTS @BTS_twt",122,#PersonaBillboardNo1 #BTS #BTS,147,0,823747307329961985
192,mylee1710,2019-04-21 23:40:30+00:00,"[Comeback Stage] BTS - Boy With Luv , 방탄소년단 - 작은 것들을 위한 시 Show Music ... https://youtu.be/uyCJW_DEvDs 来自 @YouTube",0,,0,0,1119985638579683329
193,MintCrySS,2019-04-21 23:40:17+00:00,Ignore my nails but if it wasn't obvious who my bias is yet.. added a persona heart ♡ #BTS #방탄소년단 #SUGA #슈가 #btsdecal #btsmerch #persona,6,#BTS #BTS #SUGA #btsdecal #btsmerch #persona,0,0,1006647313572524032
194,JohnPar35948677,2019-04-21 23:40:12+00:00,"이것이 '월드 클래스'다! BTS의 남다른 국가의식이 살아있는 소신발언이죠! 누구는 거짓 담마진을 핑계로 군입대를 면제받고 끝까지 권력을 탐하며 오늘도 거짓된 삶을 살고 있는데 말이죠. 방탄소년단, 포에버!!~~ ",0,,0,0,989134492177580033
195,moodforlove00,2019-04-21 23:40:07+00:00,너무 자랑스럽다 우리 소년단ㅠㅠ 비틀즈 이후 1년 내 세 개의 앨범이 빌보드 200 1위를 차지한 ‘첫 번째’ 그룹!!! 축하해 얘들아!!!! #PersonaBillboardNo1 #방탄소년단 #BTS @BTS_twt,13,#PersonaBillboardNo1 #BTS #BTS,16,0,3726567133
196,ilomiilio,2019-04-21 23:40:01+00:00,У меня один вопрос: КаК мАтЬ еГо ДыШаТь?!!¿? #방탄소년단 #BTS #Taehyung @BTS_twt,0,#BTS #BTS #Taehyung,0,0,955544905174212609
197,milkgukkies,2019-04-21 23:39:59+00:00,방탄소년단 사랑해 (*☻-☻*),1,,1,0,1086278630706040833
198,sarah_BTS21,2019-04-21 23:39:56+00:00,I will forever love that sleepy look on his face @BTS_twt #방탄소년단 #BTS #taehyung,1,#BTS #BTS #taehyung,0,1,1092154624910508033
199,Zie4TAE,2019-04-21 23:39:42+00:00,His smile is my happines #뷔 #방탄소년단 #taehyung #GoodmorningTaehyung @BTS_twt,9,#taehyung #GoodmorningTaehyung,1,1,1014861431978614784
200,iipurpleu_tae,2019-04-21 23:39:42+00:00,"Goodmorning Taehyung I’m so proud of your work. I will waiting your Vante photo exhibition for 2 years, 5 years or longer Don’t take it as a pressure, I just want you happy. #GoodmorningTaehyung #V #BTSV #뷔 #방탄소년단뷔 #Taehyung #김태형 #태형 #방탄소년단 #BTS @BTS_twt",0,#GoodmorningTaehyung #V #BTSV #Taehyung #BTS #BTS,0,0,970289698621894656
201,cherrykooooooo,2019-04-21 23:39:33+00:00,So...I did a thing #PersonaBillboardNo1 #BTS #taehyung #V #방탄소년단 ,1,#PersonaBillboardNo1 #BTS #BTS #taehyung #V,0,0,1029911748164440064
202,tenpinginc4,2020-09-01 01:50:14+00:00,노트20 급하게 사지 마세요@@이벤트로 지금 예약하면 -113만원 할인 가능하다고해요 월 2200원짜리 노트20 도전!!,55,,10,9,1051635026675126273
203,kookminery,2019-04-21 23:39:33+00:00,We’re really on that 방탄소년단 shit for life huh ,0,,0,0,440319144
204,Sugg_agustd,2019-04-21 23:39:24+00:00,Intro : Persona 감상 인증했어요! #스밍인증 #방탄소년단 #아지톡 https://melon.do/SX9xH6VNF,0,,0,0,1022490841166766080
205,GCF_love,2019-04-21 23:39:15+00:00,The POWER WE HAVE I- #PersonaBillboardNo1 #BTS #방탄소년단 ,0,#PersonaBillboardNo1 #BTS #BTS,0,0,3111955261
206,BTSARMYs613,2019-04-21 23:39:09+00:00, หนูใฉ่มงกุฎแย้วน่ารักเหมือนนางฟ้าไม่งับพี่แทแท ยิ้มหวานตาแป๋วใส่แบบนี้ น่ารักปุ๊กปิ๊กมากเลย #ลัทธิหอมนมกล้วย #kookv #JUNGKOOK #taehyung #vkook #Taekook #BTS #방탄소년단 #정국 #Fansign #Aladdin #ARMY #BTSARMYs #BoyWithLuv #PERSONA #BoyWithLuv3rdWin,165,#kookv #JUNGKOOK #taehyung #vkook #Taekook #BTS #BTS #Fansign #Aladdin #ARMY #BTSARMYs #BoyWithLuv #PERSONA #BoyWithLuv3rdWin,74,2,852224306293723136
207,JiminBase,2019-04-21 23:39:03+00:00,"[ ] KBS News Cultural Plaza, BTS no.1 on UK 'Official Chart' via. gunijimini_see #방탄소년단 #BTS @BTS_twt",152,#BTS #BTS,48,1,731207181018652672
208,yong2ssi,2019-04-21 23:38:57+00:00,"[속보] 방탄소년단, '빌보드 200' 1위..""11개월 만에 3연속 정상"" | 다음뉴스 #BTS @BTS_twt https://news.v.daum.net/v/20190422083600825",0,#BTS #BTS,0,0,407369198
209,_nojam_nolife,2019-04-21 23:38:53+00:00,"[속보] 방탄소년단, `빌보드 200` 1위…＂11개월 만에 3연속 정상＂ (출처 : 매일경제 | 네이버 뉴스) http://naver.me/55v99CEp #방탄소년단 #BTS @BTS_twt 기자님 진짜 급하셨닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",394,#BTS #BTS,288,4,1095298767278956545
210,Love_Myself63,2019-04-21 23:38:52+00:00,Esto Se Va A Poner Bueno! @BTS_twt #방탄소년단 #BTSBillboardTopSocialArtist #BTSTopGroupBBMAs,3,#BTSBillboardTopSocialArtist #BTSTopGroupBBMAs,2,0,985880849089486848
211,earthnews_24,2019-04-21 23:38:51+00:00,"방탄소년단, `빌보드 200` 1위…""11개월 만에 3연속 정상"" ",1,,1,0,252524810
212,Jiminyeon1013,2019-04-21 23:38:49+00:00,HOME 감상 인증했어요! #스밍인증 #방탄소년단 #아지톡 https://melon.do/SX9xH6VNF,1,,0,0,877320923753218049
213,MarOua66672392,2019-04-21 23:38:42+00:00,Who needs followers? I am here to follow every army back! Just rt @BTS_twt #ArmyfollowArmy #Armyfolllowarmy #armyfollorarmy #BTS #Dionysus #방탄소년단 #BoyWithLuv #bbmas,7,#ArmyfollowArmy #Armyfolllowarmy #armyfollorarmy #BTS #BTS #Dionysus #BoyWithLuv #bbmas #bbmas,7,1,1094225897320841217
214,nzl829,2019-04-21 23:38:35+00:00,A legend behavior No. 1 Album on BB 200 chart for the third time.. Congrats guys! #방탄소년단 @BTS_twt #PersonaBillboardNo1,0,#PersonaBillboardNo1,0,0,939015305635835905
215,RootingFor_BTS,2019-04-21 23:38:24+00:00,현생 시작전 공기계 스밍체크 #MAP_OF_THE_SOUL_PERSONA #MAPOFTHESOULPERSONA #BoyWithLuv #작은것들을위한시 #BTS #방탄소년단 @BTS_twt #아미가_스ㅁb할게_방탄은_음악만해,0,#MAP_OF_THE_SOUL_PERSONA #MAPOFTHESOULPERSONA #BoyWithLuv #BTS #BTS,2,0,963845324455395328
216,jiminie_up,2019-04-21 23:38:18+00:00,I just realized this !!!!! #JIMIN #지민 #BTS #방탄소년단 @BTS_twt,1,#JIMIN #BTS #BTS,0,0,819338934865960960
217,HoseokMexico,2019-04-21 23:38:15+00:00,"INFO #방탄소년단 #제이홉 #BTS #JHOPE Se ha hecho historia ARMY, oficialmente @BTS_twt es el grupo más rápido en la historia en posicionar TRES veces un álbum nuevo en US, en 10.5 meses, sobrepasando a The Beatles ©chartdata Hoseok México | #NoSoyTejocote",140,#BTS #BTS #JHOPE #NoSoyTejocote,53,1,942459970720854017
218,dazzlingfan1,2019-04-21 23:38:14+00:00,Now @BTS_twt album on #1 billboard.. Congratulation #PersonaBillboardNo1 #BTS #방탄소년단 ,0,#PersonaBillboardNo1 #BTS #BTS,0,0,1108390907680686081
219,PURPLETIGERV,2019-04-21 23:37:55+00:00,진짜 귀여워ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ #방탄소년단 #BTS #태형 #뷔 #지민 #JIMIN,5,#BTS #BTS #JIMIN,0,0,818392096667090944
220,MarOua66672392,2019-04-21 23:37:50+00:00,#BBMAs #방탄소년단 @BTS_twt,0,#BBMAs #BBMAs,0,0,1094225897320841217
221,Omoslookalike,2019-04-21 23:37:36+00:00,190421 알라딘팬사인회 방탄소년단 지민 직캠/BTS JIMIN FOCUS https://youtu.be/D741ZuuH9sA via @YouTube,0,,0,0,852548546570010624
222,Lovely__twt,2019-04-21 23:37:34+00:00,بسم الله ايش هاذا الخبر الحلو #방탄소년단 #BTS #PersonaBillboardNo1 @bts_twt,0,#BTS #BTS #PersonaBillboardNo1,0,0,858670453564604418
223,uuukorea3,2020-08-27 04:49:09+00:00,요새 자도 자도 피곤해서 힘들었는데 친구가 밀크씨슬을 추천하더라구요. 사기 전에 알아보니까 간이 안 좋으면 만성피로이기 쉽다고 해서 먹어보려고 구매했어요. 한 2주 먹었는데 확실히 아침에 일어나기가 좀 더 수월하고 피곤한 것도 덜하네요~ 마침 특별할인 이벤트 하던데 궁금하신분은↓↓클릭,122,,36,0,1267643783962718208
224,_____p__v,2019-04-21 23:37:15+00:00,✶ 190421 #지민 #JIMIN #방탄소년단 #BTS,65,#JIMIN #BTS #BTS,14,0,775805554082009089
225,ysBTSVOTE_3,2019-04-21 23:37:14+00:00,우리가 누구? 진격의 방탄소년단 우리가 누구? 겁없이 집어삼킨다 cuz we got fire fire fire get higher higher higher 우릴 모른다면 제대로 알아둬 우리가 누구? 누구? 진격의 방탄 @BTS_twt,0,,0,0,1107663196054142976
226,RAAAM_309,2019-04-21 23:37:12+00:00,빅히트 진짜 좋아할래야 좋아할수가 없다;;,0,,0,0,1042335875567218690
227,kingnamjoons__,2019-04-21 23:37:03+00:00,Gogo army #방탄소년단 #ARMYfollowARMY #ArmyfolllowArmy,6,#ARMYfollowARMY #ArmyfolllowArmy,2,1,1113829583814516736
228,chaniskarn,2019-04-21 23:36:59+00:00,[CHOREOGRAPHY] BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv)' Dance Practice https://youtu.be/CzvfbRbEjww,0,,0,0,2332819602
229,SeokJin_MX,2019-04-21 23:36:54+00:00,| |190421 Esto da mil años de vida... #방탄소년단 #진 #BTS #JIN #worldwidehandsome @BTS_twt ©haru130613 | #NekoJin,15,#BTS #BTS #JIN #worldwidehandsome #NekoJin,1,0,942304379960471552
230,joankim1013,2019-04-21 23:36:54+00:00,빌보드 3번째 독보적1위~ Hot100도 8위~~ 빌보드 투표~23일 새벽1시~옹헤야 #PersonaBillboardNo1 #방탄소년단 #BTS @BTS_twt,3,#PersonaBillboardNo1 #BTS #BTS,2,0,1010414597835112448
231,Shiani6,2019-04-21 23:36:51+00:00,I want this toooooo gvd #방탄소년단 #FanSign,0,#FanSign,0,0,1057724796706930688
232,SW391230,2019-04-21 23:36:50+00:00,방탄소년단 축하해!! #PersonaBillboardNo1 @BTS_twt,0,#PersonaBillboardNo1,1,0,935141570004656129
233,BANGWOOL_PD,2019-04-21 23:36:48+00:00,mayhaps i'm crying Boy in Luv Boy With Luv @BTS_twt #BTS #PersonaBillboardNo1 #방탄소년단 ,2,#BTS #BTS #PersonaBillboardNo1,0,0,62275039
234,vahopeworld,2019-04-21 23:36:31+00:00,STREAMING #BTS #방탄소년단 @BTS_twt #PersonaBillboardNo1 Aquí te va un álbum para ti… MAP OF THE SOUL : PERSONA BTS https://open.spotify.com/album/1AvXa8xFEXtR3hb4bgihIK?si=hMBgAlIhSPOEdH-AgWothQ,2,#BTS #BTS #PersonaBillboardNo1,1,0,1088101934156972041
235,fantastic_rebi,2019-04-21 23:36:27+00:00,[기자수첩]방탄소년단은 펜과 메모지를 꺼냈다 (출처 : 이데일리 | 네이버 뉴스) http://naver.me/GzXyy61r,29,,31,0,572700429
236,yong2ssi,2019-04-21 23:36:23+00:00,"방탄소년단, '빌보드 200' 1위..""11개월 만에 3연속 정상"" | 다음연예 #BTS @BTS_twt https://entertain.v.daum.net/v/20190422083214745",0,#BTS #BTS,0,0,407369198
237,Jimin_Prince13,2019-04-21 23:36:21+00:00,184M #PersonaBillboardNo1 @BTS_twt BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv) feat. Halsey' Official MV https://youtu.be/XsX3ATc3FbA vía @YouTube,1,#PersonaBillboardNo1,1,0,997145880175112198
238,OneOfARMY15,2019-04-21 23:36:16+00:00,@BTS_twt #방탄소년단 #BTS #PersonaBillboardNo1,0,#BTS #BTS #PersonaBillboardNo1,0,0,784947755512795138
239,yong2ssi,2019-04-21 23:36:10+00:00,"방탄소년단, 시청률 '도장깨기' 이번엔 'SBS 인기가요' #BTS @BTS_twt",0,#BTS #BTS,0,1,407369198
240,MHWEEbeak,2019-04-21 23:36:08+00:00,#PersonaBillboardNo1 #Billboard200 @BTS_twt 어깨가 내려가질 않네~~~ 축하합니다 방탄소년단 그리고 우리 아미님들 ,2,#PersonaBillboardNo1 #Billboard200,4,0,986252261977280514
241,taegodlike,2019-04-21 23:36:01+00:00,#GoodmorningTaehyung our dearest you are brighter than sun that lights up our day. #방탄소년단뷔 #뷔 #방탄소년단 #KimTaehyung #김태형 #태형 #태태 #V @BTS_twt,8,#GoodmorningTaehyung #KimTaehyung #V,3,0,859992641999486976
242,uuukorea4,2020-08-04 08:22:54+00:00,"요즘 살 빼려고 식단 관리 중인데 이 단백질쉐이크 진짜 좋아요. 맛이 질리지 않고 포만감이 좋아서 저녁마다 먹는데, 한끼 칼로리도 95kcal 밖에 안된다고 합니다. 몸 관리하시는 분들한테 식사 대용으로 딱입니다. 운동은 귀찮고 배고픈건 싫은 분들한테 완전 추천!!!",3521,,1358,60,1267644552535367680
243,grow_finol,2019-04-21 23:36:00+00:00,I'm shock @BTS_twt #BTS #방탄소년단 #PersonaBillboardNo1,0,#BTS #BTS #PersonaBillboardNo1,0,0,567578621
244,jannbel_,2019-04-21 23:35:59+00:00,"Están en la cima del éxito, asies. #방탄소년단 #BTS #PersonaBillboardNo1 @BTS_twt",1,#BTS #BTS #PersonaBillboardNo1,0,0,1002005322712657920
245,HanSoRaBTS,2019-04-21 23:35:54+00:00,"ARMYs, you remember 'If I ruled The World, I'd do it all'? Well guess what babies, @BTS_twt is ruling it and they doing it all. #PersonaBillboardNo1 #방탄소년단",0,#PersonaBillboardNo1,0,0,972594922032332801
246,Youniverse_7,2019-04-21 23:35:50+00:00,#PersonaBillboardNo1 #방탄소년단 #BTS @BTS_twt ,0,#PersonaBillboardNo1 #BTS #BTS,0,0,912631281527119872
247,BANGWOOL_PD,2019-04-21 23:35:46+00:00,THINGS @BTS_twt DID: THAT #PersonaBillboardNo1 #BTS #방탄소년단 ,2,#PersonaBillboardNo1 #BTS #BTS,0,0,62275039
248,angele_shaaa,2019-04-21 23:35:43+00:00,"Voila une amie (@EmyliePirates) a pour projet de faire une web radio (pas 24h/24) sur la k-pop (musique, infos, actus, histoires, creepypasta, partage, pub twitter, etc). Est-ce que ca intéresserait des gens ? #BTS #방탄소년단 #KPOP #KpopTwitter #sondage",3,#BTS #BTS #KPOP #KpopTwitter #sondage,3,2,3105848590
249,Gassy25Park,2019-04-21 23:35:41+00:00,Grupos que han logrado triunfar en BB200 con 3 Albums No. 1 1. BTS 2. 방탄소년단 3. Bulletproof Boyscouts 4. Bangtan Sonyeondan 5. Bangtan Boys 6. Beyond The Scene 7. Estar allí pronto 8. 防弾少年団 9. @BTS_twt 10. BITIEZ #PersonaBillboardNo1,50,#PersonaBillboardNo1,24,1,1164747032
250,cutiepj95,2019-04-21 23:35:27+00:00,Es una falta de RESPETO..!! Como se atreve a mostrar esa piel tan fina..!! @BTS_twt #BTS #방탄소년단 #BTSARMY #JIMIN #박지민 #지민,10,#BTS #BTS #BTSARMY #BTSARMY #JIMIN,5,0,987466287344439296
251,Jiminshi_Love,2019-04-21 23:35:23+00:00,Estoy re orgullosa de mis bebes #BoyWithLuv #BTS #방탄소년단 @BTS_twt,1,#BoyWithLuv #BTS #BTS,0,0,1113895304313692161
252,bitter939sweet,2019-04-21 23:35:17+00:00,모야 도대체 무슨일이 잇엇던거야 다들 한마음 한뜻으로 빅히트 욕하고 있네 (기분은 좋지만 새삼스러움,0,,0,1,3924076278
253,_MissBangtan,2019-04-21 23:35:01+00:00,My babies omg I’m so proud! You’ve come so far.. 2019 and MOTS is your 3rd No.1 album in lass than a year!! Congratulations boys @BTS_twt I’m really proud love you #PersonaBillboardNo1 #BTS #방탄소년단 ,1,#PersonaBillboardNo1 #BTS #BTS,1,0,382237427
254,km_twt_,2019-04-21 23:34:59+00:00,Бантаны покидающие фансайн @BTS_twt #BTS #방탄소년단 ,0,#BTS #BTS,0,0,1064143268966031361
255,fodefodeguinho,2019-04-21 23:34:57+00:00,"PORRA, O SEOKJIN VAI FAZER UM SOLO, VCS TÃO VENDO MEU SURTO?? #방탄소년단 #Jin @BTS_twt",0,#Jin,0,0,1031354026363953153
256,3CHmisun,2019-04-21 23:34:54+00:00,#BoyWithLuv @BTS_twt Shazam으로 방탄소년단 Feat. Halsey의 작은 것들을 위한 시을(를) 찾았어요. https://www.shazam.com/track/464107090/작은-것들을-위한-시,0,#BoyWithLuv,0,0,1068474259066904578
257,RADIANTSTORI,2019-04-21 23:34:40+00:00,BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv) feat. Halsey' Official MV https://youtu.be/XsX3ATc3FbA Did you guys still stream??,0,,0,0,859952354807865344
258,4CHmisun,2019-04-21 23:34:38+00:00,#BoyWithLuv @BTS_twt Shazam으로 방탄소년단 Feat. Halsey의 작은 것들을 위한 시을(를) 찾았어요. https://www.shazam.com/track/464107090/작은-것들을-위한-시,0,#BoyWithLuv,0,0,1102168134205681664
259,jiminie_up,2019-04-21 23:34:35+00:00,#JIMIN ah...Love you #지민 #BTS #방탄소년단 @BTS_twt,1,#JIMIN #BTS #BTS,0,0,819338934865960960
260,jjubika,2019-04-21 23:34:28+00:00,"방탄소년단, 시청률 '도장깨기' 이번엔 'SBS 인기가요' ",0,,0,0,98543611
261,onlyBTS_ARMY,2019-04-21 23:34:18+00:00,Ahora es cuando army de hace las/os sorprendidos!! Obviamente ya sabíamos que esto iba a pasar hasta ya lo comenzamos a celebrar! Qué mejor manera de celebrar que hacer Streaming #PersonaBillboardNo1 @BTS_twt #방탄소년단 #BTS Ly,7,#PersonaBillboardNo1 #BTS #BTS,3,0,1095001960938438656
262,grow_finol,2019-04-21 23:34:16+00:00,"Vergación estoy demasiado felíz, estan haciendo demasiada Historia, estoy demasiado felíz de ser Armyyy @BTS_twt #BTS #방탄소년단 ",0,#BTS #BTS,0,0,567578621
263,uuukorea3,2020-08-27 04:49:09+00:00,요새 자도 자도 피곤해서 힘들었는데 친구가 밀크씨슬을 추천하더라구요. 사기 전에 알아보니까 간이 안 좋으면 만성피로이기 쉽다고 해서 먹어보려고 구매했어요. 한 2주 먹었는데 확실히 아침에 일어나기가 좀 더 수월하고 피곤한 것도 덜하네요~ 마침 특별할인 이벤트 하던데 궁금하신분은↓↓클릭,122,,36,0,1267643783962718208
264,tus7reyes,2019-04-21 23:34:13+00:00,"Really, they are pure legends! @billboard @BigHitEnt @bts_bighit #방탄소년단 #PersonaBillboardNo1 ",1,#PersonaBillboardNo1,0,0,1105951306127155200
265,gunijimini1013,2019-04-21 23:34:01+00:00,http://naver.me/GzXyy61r #방탄소년단 #BTS @BTS_twt,46,#BTS #BTS,33,0,1046068568817684480
266,6CHmisun,2019-04-21 23:33:57+00:00,#BoyWithLuv @BTS_twt Shazam으로 방탄소년단 Feat. Halsey의 작은 것들을 위한 시을(를) 찾았어요. https://www.shazam.com/track/464107090/작은-것들을-위한-시,0,#BoyWithLuv,0,0,1114165676501942272
267,diasi18,2019-04-21 23:33:51+00:00,Que esto sea un gran incentivo y continuar con el streaming de Persona. Sigamos logrando más #PersonaBillboardNo1 #방탄소년단 #BTS @BTS_twt,1,#PersonaBillboardNo1 #BTS #BTS,0,0,362216867
268,NgocAnh13062013,2019-04-21 23:33:47+00:00,#BTS #방탄소년단 #PersonaBillboardNo1 @bts_bighit @BTS_twt,3,#BTS #BTS #PersonaBillboardNo1,0,0,1104615682044452864
269,gunijimini1013,2019-04-21 23:33:47+00:00,"[기사][기자수첩]방탄소년단은 펜과 메모지를 꺼냈다 펜과 메모지를 꺼내는 것은 자리에 모인 ‘기자님들’에 대한 예의가 아닌 기사를 읽는 모든 사람들에 대한 예의다. 또한 커다란 홍보의 장을 최대한 효율적으로 사용하려는 현명함, 그리고 공들여 만든 자기 작품 또는 앨범에 대한 애착이기도 하다 ",1942,,1634,6,1046068568817684480
270,NitaVkook,2019-04-21 23:33:42+00:00,전 세계를 사로잡은 글로벌 신드롬 ‘방탄소년단’의 완벽 퍼포먼스! ‘작은 것들을 위한 시’ (출처 : SBS 인기가요 | 네이버TV) http://naver.me/5j7R8b3x,0,,0,0,1087665678386049025
271,AgustDxParkDJM,2019-04-21 23:33:35+00:00,#PersonaBillboardNo1 #BTS #PrincesOfPopBTS @BTS_twt #방탄소년단 ,39,#PersonaBillboardNo1 #BTS #BTS #PrincesOfPopBTS,16,0,717819625321267200
272,myoongifavs,2019-04-21 23:33:05+00:00,[CHOREOGRAPHY] BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv)' Dance Practice https://youtu.be/CzvfbRbEjww via @YouTube,0,,0,0,428429104
273,deepisamyo,2019-04-21 23:33:02+00:00,[CHOREOGRAPHY] BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv)' Dance Practice https://youtu.be/CzvfbRbEjww via @YouTube,0,,0,0,3228554925
274,Vernal_Bom,2019-04-21 23:32:52+00:00,방탄소년단 as 기록소년단 비틀스 이후 최초 1년내 3회 빌보드 200 넘버 1 석권 1967년 몽키스 이후 가장 빠른 200 1위 앨범 누적 속도 지난 1년간 200 1위 차지한 네번째 비영어앨범 (그나마 나머지 두장도 방탄꺼) 등등등등 #Billboard200 @BTS_twt @bts_bighit,912,#Billboard200,961,1,951286392897789952
275,smile_withBTS,2019-04-21 23:32:42+00:00,빌보드 200 1위 가수 방탄소년단 축하해요!! 오늘 하루만이라도 맘껏 기뻐했으면 #PersonaBillboardNo1 @BTS_twt,3,#PersonaBillboardNo1,5,0,3194224027
276,DevotedKittyKat,2019-04-21 23:32:34+00:00,Silence! For when he speaks HE SPEAKS THE TRUTH! Min Yoongi!! @BTS_twt #PersonaBillboardNo1 #BTS #방탄소년단 ,1,#PersonaBillboardNo1 #BTS #BTS,0,0,177827008
277,instiz_ichart,2019-04-21 23:32:26+00:00,"2019.4.22 8:30 (KST) #1 방탄소년단 - 작은 것들을 위 #2 잔나비 - 주저하는 연인 #3 볼빨간사춘기 - 나만, 봄 #4 BLACKPINK - Kill This Love #5 태연 - 사계 Four Sea #6 장범준 - 노래방에서 #7 볼빨간사춘기 - 별 보러 갈래? ",16,,18,1,228630523
278,instiz_ichart,2019-04-21 23:32:25+00:00,2019.4.22 8:30 (KST) #8 장범준 - 당신과는 천 ▲1 #9 방탄소년단 - 소우주 Mikr ▽1 #10 케이시(KASSY) - 그때가 좋았 ▲1 #11 엔플라잉 - 옥탑방 ▽1 #12 ITZY - 달라달라 #13 방탄소년단 - Make It Right #14 잔나비 - 뜨거운 여름 ▲2,6,,9,0,228630523
279,rQ3BKCRmY2HiqL9,2019-04-21 23:32:23+00:00,"#방탄소년단양도 #방탄양도 #포카구매 방탄소년단 영포에버 영포 YOUNG FOREVER 앨범 DAY, NIGHT 버전 각 1.5 영포 태형 V 뷔 포카 각 1.0 ",0,,0,0,1119964901517090818
280,labrini,2019-04-21 23:32:19+00:00,"BTS (방탄소년단) '작은 것들을 위한 시 (Boy With Luv) feat. Halsey - ""Sup I'm Bianca"" ... https://youtu.be/qryLeIhk_gE via @YouTube @BTS_twt",0,,0,0,23239457
281,uuukorea3,2020-08-27 04:49:09+00:00,요새 자도 자도 피곤해서 힘들었는데 친구가 밀크씨슬을 추천하더라구요. 사기 전에 알아보니까 간이 안 좋으면 만성피로이기 쉽다고 해서 먹어보려고 구매했어요. 한 2주 먹었는데 확실히 아침에 일어나기가 좀 더 수월하고 피곤한 것도 덜하네요~ 마침 특별할인 이벤트 하던데 궁금하신분은↓↓클릭,122,,36,0,1267643783962718208
282,yonhaptweet,2019-04-21 23:32:12+00:00,"방탄소년단, '빌보드 200' 1위…""11개월 만에 3연속 정상"" ",7881,,2423,18,147451838
283,Agust_Dalia,2019-04-21 23:32:12+00:00,#PersonaBillboardNo1 #방탄소년단 @BTS_twt,0,#PersonaBillboardNo1,0,0,1036997430829613058
284,persona130613,2019-04-21 23:31:58+00:00,탐라에 계시는 분들 등교 출근 잘하세요!! 어재 빅히트한테 화난마음 열심히 가라앉혀 봐요!!,2,,0,0,1116898032556003328
285,TheRealMe_RM,2019-04-21 23:31:57+00:00,[ | INFO] @BTS_twt obtiene su tercer álbum No.1 en la lista Billboard 200 con #MapOfTheSoulPersona https://blbrd.cm/RRvZVd ¡Felicidades! #PersonaBillboardNo1 #BTS #방탄소년단 #RM #Namjoon,10,#MapOfTheSoulPersona #PersonaBillboardNo1 #BTS #BTS #RM #Namjoon,4,0,852719730045538304
286,Ari_KvTk,2019-04-21 23:31:55+00:00,진자 아미를대신보내주라 빅히트,0,,0,0,1086944753940279297
287,iamtrang27,2019-04-21 23:31:52+00:00,#PersonaBillboardNo1 #PERSONAWelcomeParty #BTS #방탄소년단 @BTS_twt @bts_bighit,2,#PersonaBillboardNo1 #PERSONAWelcomeParty #BTS #BTS,0,0,1036229072857128962
